Unnamed: 0,company,name,color,type,ratings,people_review,offer_price,real_price,offer,battery_hours,fast_charging,ENC,ANC,calculated_discount,amount_saved,value_score,feature__score,feature_count
149,boAt,Airdopes 131 with upto 60 Hours and ASAP Charge Bl...,Active Black, True Wireless,3.9,147764,899,2990,69% off,60,False,False,False,69.93311036789298,2091,272.7391304347826,,0
150,Boult,"Audio XPods with Mega 13mm Drivers, 20H Battery, ...",Black, True Wireless,3.9,188519,899,4999,82% off,20,False,False,False,82.01640328065614,4100,319.86397279455895,,0
151,TECHFIRE,Fire 500v2 Neckband hi-bass Wireless Bluetooth...,Black, In the Ear,3.7,74252,458,3850,88% off,,False,False,False,88.1038961038961,3392,325.9844155844156,,0
152,Mivi,DuoPods M30 earbuds with 42 hours of playtime | Ma...,Blue, True Wireless,4.0,20048,799,2999,73% off,,False,False,False,73.35778592864288,2200,293.43114371457153,,0
153,Boult,"Audio YCharge with Pro+ Calling Mic, Full Charge ...",Black, In the Ear,3.9,20871,699,1999,65% off,,False,False,False,65.03251625812906,1300,253.62681340670335,,0
154,Aroma,NB119 Jersey - 48 Hours Playtime Fast Charging Wi...,Blue, In the Ear,4.7,81,399,2499,84% off,48,True,False,False,84.03361344537815,2100,394.9579831932773,,1
155,boAt,"Airdopes 131 PRO with 11mm Drivers,45Hrs Playback,...",Royal Blue, In the Ear,3.9,112074,1299,2990,56% off,45,False,False,False,56.5551839464883,1691,220.56521739130437,,0
156,HOPPUP,"AirDoze M30 with BT 5.3, 30H Playtime, Dual Mic ...",Black  Gold, True Wireless,3.6,536,599,1999,70% off,30,False,False,False,70.03501750875438,1400,252.12606303151577,,0
157,Mivi,DuoPods M30 earbuds with 42 hours of playtime | Ma...,Black, True Wireless,3.7,74252,799,2999,73% off,,False,False,False,73.35778592864288,2200,271.4238079359787,,0
158,Aroma,NB140 Captain 24 Hours* Playtime | Deep Bass | Ma...,Dark Blue, True Wireless,3.6,6182,546,1999,72% off,24,False,False,False,72.68634317158579,1453,261.6708354177089,,0
159,boAt,Rockerz 333 Upto 30 Hours Battery Bluetooth Headse...,Teal Green, In the Ear,4.1,226716,1599,2490,35% off,30,False,False,False,35.78313253012048,891,146.71084337349396,,0
160,realme,Buds Wireless 2S with Dual Device Switching & Ty...,Black  Yellow, In the Ear,4.1,20177,1499,2999,50% off,,False,False,False,50.01667222407469,1500,205.06835611870622,,0
161,Mivi,Collar Classic Neckband with Fast Charging Bluetoo...,Black, In the Ear,3.9,194790,599,2999,80% off,,True,False,False,80.02667555851951,2400,312.10403467822607,,1
162,Aroma,NB140 Evolve 24 Hours* Playtime | Deep Bass | Mad...,Black, True Wireless,3.7,8896,546,1999,72% off,24,False,False,False,72.68634317158579,1453,268.93946973486743,,0
163,Boult,"Audio ProBass Fcharge with 40 hrs Playtime, ENC, ...",Black, In the Ear,4.0,58276,899,4999,82% off,,False,True,False,82.01640328065614,4100,328.06561312262454,,1
164,Mivi,Collar Classic Neckband with Fast Charging Bluetoo...,Blue, In the Ear,3.9,194790,699,2499,72% off,,True,False,False,72.02881152460985,1800,280.9123649459784,,1
165,NOYMI,Wireless Waterproof Bluetooth Neckband earphone w...,Sea-Blue, In the Ear,3.7,135,599,1599,62% off,,False,False,False,62.539086929330836,1000,231.39462163852411,,0
166,Boult,"Audio ProBass EQCharge with ZEN Mode ENC, 32hrs P...",Blue, In the Ear,4.0,49704,799,4499,82% off,,False,True,False,82.24049788841965,3700,328.9619915536786,,1
167,GREE,"MATT Bluetooth Headst Neckband B11 (Red, In The Ea...",Red, In the Ear,4.1,82,290,999,70% off,,False,False,False,70.97097097097097,709,290.9809809809809,,0
168,truke,"Buds S2 Lite with 48H Playtime, ENC, Made in Indi...",Black, True Wireless,4.0,12680,899,2999,70% off,48,False,True,False,70.02334111370457,2100,280.0933644548183,,1
169,truke,"BTG1 Earbuds with Game Mode, 48H Playtime, Quad M...",Black, True Wireless,4.0,45280,1099,3499,68% off,48,False,False,False,68.5910260074307,2400,274.3641040297228,,0
170,Boult,"Audio Z40 with Zen ENC Mic, 60H Battery Life, Low...",White, In the Ear,4.2,14276,1299,4999,74% off,60,False,True,False,74.01480296059212,3700,310.8621724344869,,1
171,FRISTDOWN,I12 TWS Wireless Earbuds Bluetooth 5.0 Earpho...,White, True Wireless,3.6,230,430,1999,78% off,,False,False,False,78.48924462231116,1569,282.5612806403202,,0
172,SHOPLINE,twins Ti7s bluetooth headphone wireless Blueto...,White, True Wireless,3.5,911,429,999,57% off,,False,False,False,57.05705705705706,570,199.6996996996997,,0
173,TXOR,"SENSO V 1.0 TWS EARBUDS, Bass+ 20 H Playtime & Fas...",Metallic White, True Wireless,3.5,3262,573,1299,55% off,20,False,False,False,55.8891454965358,726,195.6120092378753,,0
174,Boult,"Audio AirBass Y1 TWS Earbuds, 40H Playtime, Fast ...",Black, True Wireless,4.1,111172,999,5499,81% off,40,True,False,False,81.83306055646482,4500,335.5155482815057,,1
175,Fire-Boltt,"Fire Pods Ninja Pro 403 Earbuds TWS, ENC & G...",Black, True Wireless,4.2,7484,1099,5999,81% off,,False,True,False,81.68028004667445,4900,343.05717619603274,,1
176,Boult,"Audio XCharge with ENC Mic, 28H Playtime, Ultra-F...",Black, In the Ear,3.8,71799,799,4999,84% off,28,False,True,False,84.01680336067213,4200,319.2638527705541,,1
177,Boult,"Audio Curve with BoomX Rich Bass, Flexi-band, Mag...",Blue  Black  Grey, In the Ear,4.0,405147,699,3499,80% off,,False,False,False,80.02286367533581,2800,320.09145470134325,,0
178,Mivi,"DuoPods K5 TWS Earbuds Metallic Finish, HD calling...",Cobalt Blue, True Wireless,4.2,308,1399,3999,65% off,,False,False,False,65.01625406351587,2600,273.0682670667667,,0
179,SHOPLINE,B11 Truly Wireless Bluetooth On Ear Neckband E...,Red, In the Ear,3.3,65,299,999,70% off,,False,False,False,70.07007007007007,700,231.23123123123122,,0
180,Boult,"Audio ProBass Fcharge with 40 hrs Playtime, ENC, ...",Blue, In the Ear,4.0,58276,899,4999,82% off,,False,True,False,82.01640328065614,4100,328.06561312262454,,1
181,Aroma,NB119 Genius - 60 Hours Playtime Fast Charging Wi...,Blue, In the Ear,3.9,16094,431,2999,85% off,60,True,False,False,85.62854284761588,2568,333.9513171057019,,1
182,Boult,"Audio Z40 with Zen ENC Mic, 60H Battery Life, Low...",Blue, In the Ear,4.2,14276,1299,4999,74% off,60,False,True,False,74.01480296059212,3700,310.8621724344869,,1
183,Aroma,NB119 King 100 Hours Playting Time Fast Charging ...,Blue, In the Ear,4.0,2144,599,3299,81% off,100,True,False,False,81.84298272203698,2700,327.3719308881479,,1
184,Ggkart,BM K1 BLACK Bluetooth Headset Pack of 2 Bluetoot...,Black, In the Ear,3.2,336,364,2198,83% off,,False,False,False,83.43949044585987,1834,267.00636942675163,,0
185,Aroma,NB137 Nexon 16 Hours* Playtime Deep Bass True Wir...,White  Silver, True Wireless,3.7,3128,499,1499,66% off,16,False,False,False,66.711140760507,1000,246.83122081387594,,0
186,Boult,"Audio Truebuds with 30H Battery, IPX7 Waterproof,...",Red, True Wireless,3.8,47151,1099,7999,86% off,30,False,False,False,86.26078259782473,6900,327.79097387173397,,0
187,truke,"Air Buds Lite with Quad Mic ENC, 10mm Driver, Ear...",Black, True Wireless,4.0,32192,899,2999,70% off,,False,True,False,70.02334111370457,2100,280.0933644548183,,1
188,Met,style True Wireless Earbuds Mini Bluetooth (Dual L/...,White, True Wireless,3.5,1011,499,1699,70% off,,False,False,False,70.62978222483814,1200,247.20423778693348,,0
189,SAIANSH,ENTERPRISES M10 TWS Bluetooth Earbuds Wireless ...,Black, True Wireless,3.8,687,1099,2490,55% off,,False,False,False,55.863453815261046,1391,212.28112449799195,,0
190,boAt,"Airdopes 161 with ASAP Charge, 10mm Drivers and 17...",Pebble Black, True Wireless,4.1,327645,599,7999,92% off,,False,False,False,92.5115639454932,7400,379.2974121765221,,0
191,Earboss,F9-5 Earbuds/TWs/buds 5.1 Earbuds with 280H Pla...,Black, True Wireless,3.7,2516,546,1999,72% off,280,False,False,False,72.68634317158579,1453,268.93946973486743,,0
192,Aroma,NB140 Evolve 24 Hours* Playtime | Deep Bass | Mad...,White, True Wireless,3.7,8896,391,2299,82% off,24,False,False,False,82.99260548064376,1908,307.0726402783819,,0
193,Aroma,NB119C Carter 48 Hours Playing Time Fast Charging...,Black  Silver, In the Ear,4.0,66986,449,3850,88% off,48,True,False,False,88.33766233766234,3401,353.35064935064935,,1
194,boAt,"Immortal 131 with Beast Mode, 40 Hours Playback an...",Black, True Wireless,4.2,4125,1699,3499,51% off,40,False,False,False,51.44326950557302,1800,216.06173192340668,,0
195,Boult,"Audio X50 with 40Hr Battery, Quad Mic ENC, 45ms U...",White, True Wireless,4.0,28901,1199,4999,76% off,40,False,True,False,76.01520304060813,3800,304.0608121624325,,1
196,U&i,Trendy 24Hrs Battery Backup Bluetooth Neckband with...,Dark Green, In the Ear,4.2,20,299,1999,85% off,24,False,False,False,85.04252126063031,1700,357.17858929464734,,0
197,Aroma,NB140 Captain 24 Hours* Playtime | Deep Bass | Ma...,Dark Blue, True Wireless,3.6,6182,546,1999,72% off,24,False,False,False,72.68634317158579,1453,261.6708354177089,,0
198,Boult,"Audio XCharge with ENC Mic, 28H Playtime, Ultra-F...",Teal Blue, In the Ear,3.8,71799,799,4999,84% off,28,False,True,False,84.01680336067213,4200,319.2638527705541,,1
199,IZWI,New 2023 BLAST BASS 233 +Pro Neckband Wireless Wit...,BLUE 35HOUR BATTERY BACKUP, In the Ear,3.9,109,449,3999,88% off,,False,False,False,88.77219304826205,3550,346.211552888222,,0
200,NOYMI,Waterproof Bluetooth wireless neckband earphone w...,Silver, In the Ear,3.7,1271,474,1599,70% off,,False,False,False,70.35647279549718,1125,260.31894934333957,,0
201,Boult,"Audio ProBass EQCharge with ZEN Mode ENC, 32hrs P...",Blue, In the Ear,4.0,49704,799,4499,82% off,,False,True,False,82.24049788841965,3700,328.9619915536786,,1
202,PRANSHU,SHOPPE Magnetic Earphone Stereo Headphone Heads...,Gold, In the Ear,3.9,131,499,1299,61% off,,False,False,False,61.585835257890686,800,240.18475750577366,,0
203,truke,"Yoga Mystic lite Earbuds with Game Mode, 40ms Lat...",Blue  Black, In the Ear,4.1,2304,699,2499,72% off,,False,False,False,72.02881152460985,1800,295.3181272509004,,0
204,Mivi,"Collar D25 Earphones with fast charge, 24Hours pla...",Red, In the Ear,4.0,30198,699,2999,76% off,24,True,False,False,76.69223074358119,2300,306.76892297432477,,1
205,Aroma,NB140 Evolve 24 Hours* Playtime | Deep Bass | Mad...,Black, True Wireless,3.7,8896,546,1999,72% off,24,False,False,False,72.68634317158579,1453,268.93946973486743,,0
206,Mivi,"DuoPods K5 TWS Earbuds Metallic Finish, HD calling...",Coral Plush, True Wireless,4.2,308,1399,3999,65% off,,False,False,False,65.01625406351587,2600,273.0682670667667,,0
207,OnePlus,Nord Buds 2 True Wireless Earbuds with 25dB Act...,Lightning White, True Wireless,4.3,2432,2999,3299,9% off,,False,False,False,9.093664746892998,300,39.10275841163989,,0
208,boAt,"Airdopes 192 with Beast Mode(40ms), 30 Hours Playb...",White Sabre, True Wireless,4.0,4882,1899,3599,47% off,30,False,False,False,47.235343150875245,1700,188.94137260350098,,0
209,Boult,"Audio Z40 with Zen ENC Mic, 60H Battery Life, Low...",White, In the Ear,4.2,14276,1299,4999,74% off,60,False,True,False,74.01480296059212,3700,310.8621724344869,,1
210,Highnotes,F9-5 Earbuds/TWs/buds 5.0 Earbuds with 280H P...,Black, True Wireless,3.8,1066,539,7999,93% off,280,False,False,False,93.2616577072134,7460,354.3942992874109,,0
211,LONGWINGS,Deep Bass Bluetooth 5.2 Light Weight with Wir...,White, True Wireless,3.8,52,499,2999,83% off,,False,False,False,83.36112037345782,2500,316.7722574191397,,0
212,FUR,JADEN AirJams GenZ TWS Earbuds 24 Hour Battery HD M...,Black, True Wireless,4.7,81,699,2000,65% off,24,False,False,False,65.05,1301,305.735,,0
213,Mivi,"DuoPods K5 TWS Earbuds Metallic Finish, HD calling...",Cobalt Blue, True Wireless,4.2,308,1399,3999,65% off,,False,False,False,65.01625406351587,2600,273.0682670667667,,0
214,OPPO,Enco M32 / EWN20 Bluetooth Headset,Black, In the Ear,4.3,58311,1799,2999,40% off,,False,True,False,40.01333777925976,1200,172.05735245081695,,1
215,OPPO,Enco M32 / EWN20 Bluetooth Headset,Green, In the Ear,4.3,58311,1799,2999,40% off,,False,True,False,40.01333777925976,1200,172.05735245081695,,1
216,Aroma,NB120 Tehalka 40 Hours Playing Time Dual Pairing ...,Pastel Yellow, In the Ear,3.8,134952,369,1499,75% off,40,False,False,False,75.38358905937291,1130,286.45763842561706,,0
217,Boult,"Audio AirBass Y1 TWS Earbuds, 40H Playtime, Fast ...",Black, True Wireless,4.1,111172,999,5499,81% off,40,True,False,False,81.83306055646482,4500,335.5155482815057,,1
218,SONY,WI-XB400 Extra Bass Wireless Stereo Headset Blueto...,Blue, In the Ear,4.0,9339,2499,4990,49% off,,False,False,False,49.91983967935872,2491,199.67935871743487,,0
219,TECHFIRE,FIRE 300 Platinum Series Neckband - Low Price ...,White, In the Ear,3.8,6597,469,3850,87% off,,False,False,False,87.81818181818181,3381,333.7090909090909,,0
220,Boltune,BT-335 Neckband hi-bass Wireless Bluetooth head...,OCEAN BLUE, In the Ear,3.8,19277,449,3850,88% off,,False,False,False,88.33766233766234,3401,335.68311688311684,,0
221,boAt,"Airdopes 161 with ASAP Charge, 10mm Drivers and 17...",Pebble Black, True Wireless,4.1,327645,1099,2490,55% off,,False,False,False,55.863453815261046,1391,229.04016064257027,,0
222,TECHFIRE,T20 60 Hours Playing Time Fast Charging Blueto...,Black, In the Ear,3.8,1107,399,3850,89% off,60,True,False,False,89.63636363636364,3451,340.6181818181818,,1
223,FUR,JADEN AirJams GameX Bluetooth 5.2 Gaming Headphone ...,Black, True Wireless,3.8,11415,769,3000,74% off,,False,False,False,74.36666666666667,2231,282.59333333333336,,0
224,DigiClues,Earbud F9 Earbuds/TWs/buds 5.1 Earbuds with 3...,Black, True Wireless,3.7,271,749,7999,90% off,,False,False,False,90.63632954119265,7250,335.35441930241285,,0
225,Boult,"Audio Z40 with Zen ENC Mic, 60H Battery Life, Low...",Blue, In the Ear,4.2,14276,1299,4999,74% off,60,False,True,False,74.01480296059212,3700,310.8621724344869,,1
226,OPPO,Enco Buds 2 with 28 Hours Playback and AI Deep Noi...,Lime Green, True Wireless,4.2,81506,1799,3999,55% off,28,False,True,False,55.01375343835959,2200,231.0577644411103,,1
227,RFV1,TWS Bluetooth Earphones Touch Sensor with in Built...,White, True Wireless,3.6,919,435,999,56% off,,False,False,False,56.45645645645646,564,203.24324324324326,,0
228,Boult,"Audio Truebuds with 30H Battery, IPX7 Waterproof,...",Grey, True Wireless,3.8,47151,1099,7999,86% off,30,False,False,False,86.26078259782473,6900,327.79097387173397,,0
229,Boult,"Audio Truebuds with 30H Battery, IPX7 Waterproof,...",Red, True Wireless,3.8,47151,1099,7999,86% off,30,False,False,False,86.26078259782473,6900,327.79097387173397,,0
230,PTron,"Bassbuds Joy TWS with 13mm Drivers, Stereo Calls,...",White, True Wireless,3.7,6379,799,2599,69% off,,False,False,False,69.25740669488265,1800,256.2524047710658,,0
231,boAt,Rockerz 255F Pro with ASAP Charge and upto 10 Hour...,Active Black, In the Ear,4.1,412222,999,3499,71% off,10,False,False,False,71.44898542440697,2500,292.94084024006855,,0
232,Aroma,NB128 Happy 24 Hours Playing Time | Deep Bass| Ma...,Black  Yellow, In the Ear,3.7,84,321,1499,78% off,128,False,False,False,78.58572381587724,1178,290.76717811874585,,0
233,TECHFIRE,Fire 500v2 Neckband hi-bass Wireless headphone...,Red, In the Ear,3.9,188519,449,3850,88% off,,False,False,False,88.33766233766234,3401,344.5168831168831,,0
234,NS,"WORLD Maverix TWS Earbuds, 20H Playtime,IPX5,Bluetoo...",Black, True Wireless,4.2,6,599,3800,84% off,20,False,False,False,84.23684210526315,3201,353.79473684210524,,0
235,OPPO,Enco M32 / EWN20 Bluetooth Headset,Black, In the Ear,4.3,58311,1799,2999,40% off,,False,True,False,40.01333777925976,1200,172.05735245081695,,1
236,Aroma,NB119 Love - 80 Hours Playtime Bluetooth Neckband...,Black, In the Ear,4.0,7076,599,2999,80% off,80,False,False,False,80.02667555851951,2400,320.10670223407806,,0
237,Boult,"Audio YCharge with Pro+ Calling Mic, Full Charge ...",Blue, In the Ear,4.0,20048,699,1999,65% off,,False,False,False,65.03251625812906,1300,260.13006503251626,,0
238,U&i,Massive 80Hrs Battery Backup Bluetooth Neckband wit...,Blue, In the Ear,4.5,39,599,2999,80% off,80,False,False,False,80.02667555851951,2400,360.1200400133378,,0
239,Boult,"Audio ProBass EQCharge with ZEN Mode ENC, 32hrs P...",Black, In the Ear,4.0,49704,799,4499,82% off,,False,True,False,82.24049788841965,3700,328.9619915536786,,1
240,OPPO,Enco M32 / EWN20 Bluetooth Headset,Green, In the Ear,4.3,58311,1799,2999,40% off,,False,True,False,40.01333777925976,1200,172.05735245081695,,1
241,Boult,"Audio AirBass Y1 TWS Earbuds, 40H Playtime, Fast ...",Black, True Wireless,4.1,111172,999,5499,81% off,40,True,False,False,81.83306055646482,4500,335.5155482815057,,1
242,Aroma,NB119 Genius - 60 Hours Playtime Fast Charging Wi...,Black, In the Ear,3.9,16094,431,2999,85% off,60,True,False,False,85.62854284761588,2568,333.9513171057019,,1
243,Nexbird,B11 Neckband Truly Wireless Bluetooth 5.0 Headp...,Blue, In the Ear,4.4,5,284,1899,85% off,0,False,False,False,85.04476040021063,1615,374.19694576092684,,0
244,Noise,"Buds VS102 with 50 Hrs Playtime, 11mm Driver, IPX...",Midnight Blue, True Wireless,4.1,252983,1299,2999,56% off,50,False,False,False,56.68556185395131,1700,232.41080360120037,,0
245,Boult,"Audio Gearpods with 32H Playtime, Fast Charging, ...",White, True Wireless,3.7,147072,899,5999,85% off,32,True,False,False,85.01416902817137,5100,314.55242540423404,,1
246,Mivi,Duopods F30 with 42 hours battery Fast Charging TW...,Black, True Wireless,3.9,184082,899,2999,70% off,,True,False,False,70.02334111370457,2100,273.0910303434478,,1
247,Mivi,DuoPods F40 with 50 Hrs Playtime I13mm Drivers|Mad...,Black, True Wireless,3.8,109649,899,2999,70% off,50,False,False,False,70.02334111370457,2100,266.0886962320774,,0
248,boAt,Airdopes 131 with upto 60 Hours and ASAP Charge Bl...,Cherry Blossom, True Wireless,4.0,1345614,899,2990,69% off,60,False,False,False,69.93311036789298,2091,279.7324414715719,,0
249,Boult,"Audio Z40 with Zen ENC Mic, 60H Battery Life, Low...",Blue, In the Ear,4.2,14276,1299,4999,74% off,60,False,True,False,74.01480296059212,3700,310.8621724344869,,1
250,snowbudy,"Bluetooth Earbuds with High Bass, Full Touch, ...",Black BOX BATTERY BACKUP 48 HR, True Wireless,3.7,22,599,3399,82% off,,False,False,False,82.37716975581053,2800,304.79552809649897,,0
251,Aroma,NB119C Carter 48 Hours Playing Time Fast Charging...,Yellow, In the Ear,4.0,66986,395,2299,82% off,48,True,False,False,82.81861678990866,1904,331.27446715963464,,1
252,boAt,Rockerz 235v2/238 with ASAP Charge and upto 8 Hour...,Charcoal Black, In the Ear,4.2,1644667,1199,2990,59% off,8,False,False,False,59.89966555183946,1791,251.57859531772576,,0
253,Mivi,"DuoPods K5 TWS Earbuds Metallic Finish, HD calling...",Raven Black, True Wireless,4.2,308,1399,3999,65% off,,False,False,False,65.01625406351587,2600,273.0682670667667,,0
254,Mivi,"Collar D25 Earphones with fast charge, 24Hours pla...",Red, In the Ear,4.0,30198,699,2999,76% off,24,True,False,False,76.69223074358119,2300,306.76892297432477,,1
255,TECHFIRE,F-700 40 Hours Playtime Bluetooth Wireless Nec...,Gold, In the Ear,3.8,760,499,3850,87% off,40,False,False,False,87.03896103896103,3351,330.7480519480519,,0
256,boAt,Rockerz 333 Pro with 60 Hours Battery Bluetooth He...,Navy Blue, In the Ear,4.2,42691,1799,2990,39% off,60,False,False,False,39.83277591973244,1191,167.29765886287626,,0
257,Boult,"Audio YCharge with Pro+ Calling Mic, Full Charge ...",Black, In the Ear,4.0,20048,699,1999,65% off,,False,False,False,65.03251625812906,1300,260.13006503251626,,0
258,Aroma,"NB119 Unity 100 Hours Playtime ENC, EQ modes, Fas...",Black, In the Ear,3.6,1461,454,3299,86% off,100,False,True,False,86.2382540163686,2845,310.45771445892694,,1
259,TECHFIRE,T20 60 Hours Playing Time Fast Charging Blueto...,Black, In the Ear,3.8,1107,399,3850,89% off,60,True,False,False,89.63636363636364,3451,340.6181818181818,,1
260,Dozokil,M10 TWS Bluetooth Earbuds Wireless Earbuds (Bla...,Black, True Wireless,3.8,149,495,2099,76% off,,False,False,False,76.41734159123392,1604,290.3858980466889,,0
261,boAt,Rockerz 235 Pro with upto 20 Hours Playback & ASAP...,Ash Grey, In the Ear,4.2,124994,899,2490,63% off,20,False,False,False,63.89558232931727,1591,268.3614457831325,,0
262,DigiClues,Classic N21 TWS LED With Flashlight 40H Playt...,Black, True Wireless,3.9,152,899,7999,88% off,40,False,False,False,88.76109513689211,7100,346.1682710338792,,0
263,LONGWINGS,Deep Bass Bluetooth 5.2 Light Weight with Wir...,White, True Wireless,3.8,52,499,2999,83% off,,False,False,False,83.36112037345782,2500,316.7722574191397,,0
264,Lichen,B11 Neckband Bluetooth Headset Earphone Sports R...,Blue, In the Ear,3.8,47151,288,1599,81% off,,False,False,False,81.98874296435272,1311,311.5572232645403,,0
265,Boult,"Audio Truebuds with 30H Battery, IPX7 Waterproof,...",Grey, True Wireless,4.1,1999,1099,7999,86% off,30,False,False,False,86.26078259782473,6900,353.66920865108136,,0
266,Mivi,"Commando X9 Earbuds, Dual RGB Lights, 35ms Low Lat...",Black, True Wireless,3.7,338,1499,2999,50% off,,False,False,False,50.01667222407469,1500,185.06168722907637,,0
267,snowbudy,X2 Pro Wireless Earbuds with Support Upto 6-8h...,Black, True Wireless,3.7,367,499,1799,72% off,,False,False,False,72.26236798221234,1300,267.37076153418565,,0
268,ULTADOR,"Audio Bass Blast YCharge with Fast Charging , P...",Green, In the Ear,4.0,405147,475,1999,76% off,,True,False,False,76.23811905952977,1524,304.95247623811906,,1
269,Boult,"Audio Curve with BoomX Rich Bass, Flexi-band, Mag...",Blue  Black  Grey, In the Ear,4.1,11076,699,3499,80% off,,False,False,False,80.02286367533581,2800,328.0937410688768,,0
270,Aroma,NB119 Platinum - 48 Hours Playtime Bluetooth Neck...,Black, In the Ear,4.0,30198,499,2499,80% off,48,False,False,False,80.03201280512204,2000,320.12805122048815,,0
271,Mivi,"Collar D25 Earphones with fast charge, 24Hours pla...",Blue, In the Ear,3.9,20871,699,2999,76% off,24,True,False,False,76.69223074358119,2300,299.09969989996665,,1
272,Aroma,NB119 Jersey - 48 Hours Playtime Fast Charging Wi...,Red, In the Ear,4.1,17364,399,2499,84% off,48,True,False,False,84.03361344537815,2100,344.53781512605036,,1
273,KRAZZY,INDIA B11 BLUE Bluetooth without Mic Headset,Blue  Black, In the Ear,3.7,1097,279,599,53% off,,False,False,False,53.42237061769616,320,197.6627712854758,,0
274,Digiwins,B235 Neckband With ASAP Fast Charging Stereo S...,Black, In the Ear,5.0,14,449,2999,85% off,,True,False,False,85.02834278092698,2550,425.1417139046349,,1
275,Mivi,"Collar D25 Earphones with fast charge, 24Hours pla...",Blue, In the Ear,4.0,30198,699,2999,76% off,24,True,False,False,76.69223074358119,2300,306.76892297432477,,1
276,Boult,"Audio YCharge with Pro+ Calling Mic, Full Charge ...",Blue, In the Ear,4.0,20048,699,1999,65% off,,False,False,False,65.03251625812906,1300,260.13006503251626,,0
277,TimbreSonic,Bounce Plus in-Ear Wireless Bluetooth Smart...,Grey, True Wireless,3.9,127,494,1999,75% off,,False,False,False,75.28764382191096,1505,293.6218109054527,,0
278,truke,"Yoga Mystic with 50H Playtime, Fast Charge, ENC, ...",Black, In the Ear,3.8,2073,799,2999,73% off,50,True,True,False,73.35778592864288,2200,278.75958652884293,,2
279,Aroma,NB120 Last 36 Hours Playtime Bluetooth Neckband E...,Blue, In the Ear,3.8,598,347,1499,76% off,36,False,False,False,76.85123415610407,1152,292.03468979319547,,0
280,Boult,"Audio AirBass Y1 TWS Earbuds, 40H Playtime, Fast ...",Black, True Wireless,4.1,111172,999,5499,81% off,40,True,False,False,81.83306055646482,4500,335.5155482815057,,1
281,Noise,"Nerve Neckband with 25 Hours of Playtime, 10mm Dr...",Stone Blue, In the Ear,3.9,70950,799,2499,68% off,25,False,False,False,68.02721088435374,1700,265.3061224489796,,0
282,GENTLEMOB,M19 Gaming Earbuds Bluetooth 5.0 wireless Pro...,Black, True Wireless,5.0,3,589,1999,70% off,,False,False,False,70.53526763381691,1410,352.6763381690846,,0
283,Noise,"Air Buds Mini with 15 Hours Playtime, Tru Bass Te...",Pale Blue, True Wireless,3.9,216863,1199,2999,60% off,15,False,False,False,60.02000666888962,1800,234.07802600866953,,0
284,Boult,"Audio Gearpods with 32H Playtime, Fast Charging, ...",White, True Wireless,3.7,147072,899,5999,85% off,32,True,False,False,85.01416902817137,5100,314.55242540423404,,1
285,Mivi,DuoPods F60 ENC with 50+ Hrs Playtime| Made in Ind...,Blue, True Wireless,3.8,70531,999,2999,66% off,,False,True,False,66.68889629876625,2000,253.41780593531175,,1
286,ENTROK,M19 TWS Bluetooth 5.1 Wireless Earbuds With 2000...,Black, True Wireless,3.7,264,589,1999,70% off,,False,False,False,70.53526763381691,1410,260.9804902451226,,0
287,OPPO,Enco Buds 2 with 28 Hours Playback and AI Deep Noi...,Lime Green, True Wireless,4.2,81506,1799,3999,55% off,28,False,True,False,55.01375343835959,2200,231.0577644411103,,1
288,Boult,"Audio Z40 with Zen ENC Mic, 60H Battery Life, Low...",Blue, In the Ear,4.2,14276,1299,4999,74% off,60,False,True,False,74.01480296059212,3700,310.8621724344869,,1
289,truke,"Buds Q1 with 30H Playtime, Quad Mic ENC, Game Mod...",Black, True Wireless,4.0,69158,999,3499,71% off,30,False,True,False,71.44898542440697,2500,285.7959416976279,,1
290,U&i,Burn Series Single Ear Business Headset Bluetooth H...,Silver, In the Ear,3.9,3975,449,1699,73% off,,False,False,False,73.57268981753973,1250,286.9334902884049,,0
291,Ucool,Nexa 100 Hours Playtime Bluetooth Wireless Neckba...,Black  Teal Green, In the Ear,4.0,9849,699,2999,76% off,100,False,False,False,76.69223074358119,2300,306.76892297432477,,0
292,Boult,"Audio YCharge with Pro+ Calling Mic, Full Charge ...",Black, In the Ear,4.0,20048,699,1999,65% off,,False,False,False,65.03251625812906,1300,260.13006503251626,,0
293,Aroma,NB119C Carter 48 Hours Playing Time Fast Charging...,Blue, In the Ear,4.0,66986,395,2299,82% off,48,True,False,False,82.81861678990866,1904,331.27446715963464,,1
294,Noise,"Nerve Neckband with 25 Hours of Playtime, 10mm Dr...",Mist Grey, In the Ear,3.9,70950,799,2499,68% off,25,False,False,False,68.02721088435374,1700,265.3061224489796,,0
295,boAt,"Rockerz 260 with Beast Mode, ENx Tech and ASAP Cha...",Electric Purple, In the Ear,4.2,41194,1299,2499,48% off,,False,False,False,48.019207683073226,1200,201.68067226890756,,0
296,boAt,Rockerz 235 Pro with upto 20 Hours Playback & ASAP...,Ash Grey, In the Ear,4.2,124994,899,2490,63% off,20,False,False,False,63.89558232931727,1591,268.3614457831325,,0
297,U&i,Titanic Series - Low Price Bluetooth Neckband Bluet...,Black, In the Ear,4.0,172454,404,1999,79% off,,False,False,False,79.78989494747374,1595,319.15957978989496,,0
298,Aroma,NB119 King 100 Hours Playting Time Fast Charging ...,Black, In the Ear,4.0,2144,599,3299,81% off,100,True,False,False,81.84298272203698,2700,327.3719308881479,,1
